Income,Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person under 18,Householder,Hometype,Ethnic,Language
1,female,married,45 thru 54,1 to 3 years of college,professional/managerial,one to three years,yes,two,none,own,house,white,english
1,female,married,45 thru 54,graduated high school,homemaker,seven to ten years,no,three,none,own,house,white,english
1,male,divorced or separated,45 thru 54,1 to 3 years of college,military,seven to ten years,not married,one,none,rent,house,white,english
1,female,living together or not married,25 thru 34,1 to 3 years of college,clerical/service worker,four to six years,not married,two,none,rent,apartment,white,english
1,female,married,35 thru 44,college graduate,professional/managerial,seven to ten years,yes,two,one,own,house,white,english
1,male,married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,seven to ten years,no,two,none,rent,apartment,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,three,two,live with parents/family,apartment,white,english
1,male,married,55 thru 64,college graduate,factory worker/laborer/driver,more than ten years,no,two,none,own,condominium,hispanic,english
1,male,married,45 thru 54,college graduate,professional/managerial,seven to ten years,yes,four,one,own,house,hispanic,english
1,female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,not married,two,none,own,house,hispanic,english
1,female,married,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,yes,two,none,rent,apartment,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,two,two,live with parents/family,house,white,english
1,male,married,35 thru 44,college graduate,factory worker/laborer/driver,more than ten years,yes,two,none,own,house,white,english
1,male,married,45 thru 54,1 to 3 years of college,military,more than ten years,yes,two,none,own,house,white,english
1,male,married,45 thru 54,college graduate,factory worker/laborer/driver,more than ten years,yes,two,none,own,house,white,english
1,male,married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,seven to ten years,yes,two,none,rent,apartment,white,english
1,male,divorced or separated,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,six,none,own,house,white,english
1,male,married,25 thru 34,graduated high school,clerical/service worker,four to six years,yes,five,none,rent,apartment,white,english
0,male,living together or not married,25 thru 34,college graduate,sales worker,seven to ten years,no,two,none,rent,apartment,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,black,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,black,english
1,male,living together or not married,18 thru 24,graduated high school,clerical/service worker,more than ten years,yes,two,none,own,condominium,hispanic,english
1,female,married,25 thru 34,graduated high school,professional/managerial,more than ten years,yes,three,one,rent,apartment,white,english
1,female,married,35 thru 44,graduated high school,homemaker,more than ten years,yes,four,two,own,house,white,english
1,female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,two,rent,house,white,english
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,four,two,own,house,white,english
1,male,single or never married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,one,none,rent,condominium,white,english
0,male,living together or not married,25 thru 34,college graduate,clerical/service worker,more than ten years,yes,two,none,rent,apartment,white,english
0,female,divorced or separated,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,three,two,own,condominium,white,english
0,female,divorced or separated,45 thru 54,graduated high school,clerical/service worker,more than ten years,not married,three,two,own,house,white,english
0,female,widowed,65 and over,college graduate,retired,more than ten years,not married,two,none,own,house,white,english
1,female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,five,three,own,house,white,english
1,male,divorced or separated,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
1,female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,own,house,black,english
1,female,married,18 thru 24,college graduate,professional/managerial,more than ten years,yes,three,one,rent,apartment,white,english
1,female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,five,three,rent,house,white,english
0,female,divorced or separated,55 thru 64,college graduate,professional/managerial,more than ten years,not married,three,none,own,house,white,english
0,female,widowed,55 thru 64,graduated high school,unemployed,more than ten years,not married,one,none,own,house,white,english
0,female,married,65 and over,graduated high school,homemaker,more than ten years,no,three,none,own,house,white,english
0,male,married,65 and over,graduated high school,retired,more than ten years,no,three,none,own,house,white,english
0,female,widowed,65 and over,graduated high school,retired,more than ten years,not married,one,none,rent,apartment,hispanic,english
1,male,married,35 thru 44,1 to 3 years of college,clerical/service worker,seven to ten years,yes,five,two,own,house,white,english
1,female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,four to six years,not married,four,two,rent,apartment,white,english
